start_date,age_days,treatment,well_no,larvae_start_num,count,new_set_status,new_dead_status
11/05/2020,6,SD,B5,7,0,1,0
11/05/2020,8,SD,B5,7,3,1,0
11/05/2020,9,SD,B5,7,0,1,0
11/05/2020,11,SD,B5,7,0,1,0
11/05/2020,13,SD,B5,7,0,1,0
11/05/2020,14,SD,B5,7,0,1,0
11/05/2020,15,SD,B5,7,0,1,0
11/05/2020,18,SD,B5,7,0,1,0
11/05/2020,20,SD,B5,7,0,1,0
11/05/2020,22,SD,B5,7,0,1,0
11/05/2020,24,SD,B5,7,0,1,0
11/05/2020,2,SD,B6,6,0,1,0
11/05/2020,3,SD,B6,6,1,1,0
11/05/2020,4,SD,B6,6,1,1,0
11/05/2020,6,SD,B6,6,2,1,0
11/05/2020,8,SD,B6,6,0,1,0
11/05/2020,9,SD,B6,6,0,1,0
11/05/2020,11,SD,B6,6,0,1,0
11/05/2020,13,SD,B6,6,0,1,0
11/05/2020,14,SD,B6,6,0,1,0
11/05/2020,15,SD,B6,6,0,1,0
11/05/2020,18,SD,B6,6,0,1,0
11/05/2020,20,SD,B6,6,0,1,0
11/05/2020,22,SD,B6,6,0,1,0
11/05/2020,24,SD,B6,6,0,1,0
11/05/2020,2,SS,C1,8,0,1,0
11/05/2020,3,SS,C1,8,0,1,0
11/05/2020,4,SS,C1,8,1,1,0
11/05/2020,6,SS,C1,8,2,1,0
11/05/2020,8,SS,C1,8,0,1,0
11/05/2020,9,SS,C1,8,1,1,0
11/05/2020,11,SS,C1,8,0,1,0
11/05/2020,13,SS,C1,8,0,1,0
11/05/2020,14,SS,C1,8,0,1,0
11/05/2020,15,SS,C1,8,0,1,0
11/05/2020,18,SS,C1,8,0,1,0
11/05/2020,20,SS,C1,8,0,1,0
11/05/2020,22,SS,C1,8,0,1,0
11/05/2020,24,SS,C1,8,0,1,0
11/05/2020,2,SS,C2,8,0,1,0
11/05/2020,3,SS,C2,8,0,1,0
11/05/2020,4,SS,C2,8,1,1,0
11/05/2020,6,SS,C2,8,0,1,0
11/05/2020,8,SS,C2,8,0,1,0
11/05/2020,9,SS,C2,8,0,1,0
11/05/2020,11,SS,C2,8,0,1,0
11/05/2020,13,SS,C2,8,0,1,0
11/05/2020,14,SS,C2,8,0,1,0
11/05/2020,15,SS,C2,8,0,1,0
11/05/2020,18,SS,C2,8,0,1,0
11/05/2020,20,SS,C2,8,0,1,0
11/05/2020,22,SS,C2,8,0,1,0
11/05/2020,24,SS,C2,8,0,1,0
11/05/2020,2,SS,C3,8,0,1,0
11/05/2020,3,SS,C3,8,1,1,0
11/05/2020,4,SS,C3,8,1,1,0
11/05/2020,6,SS,C3,8,0,1,0
11/05/2020,8,SS,C3,8,1,1,0
11/05/2020,9,SS,C3,8,0,1,0
11/05/2020,11,SS,C3,8,0,1,0
11/05/2020,13,SS,C3,8,0,1,0
11/05/2020,14,SS,C3,8,0,1,0
11/05/2020,15,SS,C3,8,0,1,0
11/05/2020,18,SS,C3,8,0,1,0
11/05/2020,20,SS,C3,8,0,1,0
11/05/2020,22,SS,C3,8,0,1,0
11/05/2020,24,SS,C3,8,0,1,0
11/05/2020,2,SS,C4,8,0,1,0
11/05/2020,3,SS,C4,8,1,1,0
11/05/2020,4,SS,C4,8,1,1,0
11/05/2020,6,SS,C4,8,1,1,0
11/05/2020,8,SS,C4,8,3,1,0
11/05/2020,9,SS,C4,8,0,1,0
11/05/2020,11,SS,C4,8,0,1,0
11/05/2020,13,SS,C4,8,0,1,0
11/05/2020,14,SS,C4,8,0,1,0
11/05/2020,15,SS,C4,8,0,1,0
11/05/2020,18,SS,C4,8,0,1,0
11/05/2020,20,SS,C4,8,0,1,0
11/05/2020,22,SS,C4,8,0,1,0
11/05/2020,24,SS,C4,8,0,1,0
11/05/2020,2,SS,C5,8,0,1,0
11/05/2020,3,SS,C5,8,0,1,0
11/05/2020,4,SS,C5,8,2,1,0
11/05/2020,6,SS,C5,8,3,1,0
11/05/2020,8,SS,C5,8,0,1,0
11/05/2020,9,SS,C5,8,0,1,0
11/05/2020,11,SS,C5,8,0,1,0
11/05/2020,13,SS,C5,8,0,1,0
11/05/2020,14,SS,C5,8,0,1,0
11/05/2020,15,SS,C5,8,0,1,0
11/05/2020,18,SS,C5,8,0,1,0
11/05/2020,20,SS,C5,8,0,1,0
11/05/2020,22,SS,C5,8,0,1,0
11/05/2020,24,SS,C5,8,0,1,0
11/05/2020,8,SS,C5 ,8,0,1,0
11/05/2020,2,SS,C6,6,5,1,0
11/05/2020,3,SS,C6,6,0,1,0
11/05/2020,4,SS,C6,6,0,1,0
11/05/2020,6,SS,C6,6,0,1,0
11/05/2020,8,SS,C6,6,1,1,0
11/05/2020,9,SS,C6,6,0,1,0
11/05/2020,11,SS,C6,6,0,1,0
11/05/2020,13,SS,C6,6,0,1,0
11/05/2020,14,SS,C6,6,0,1,0
11/05/2020,15,SS,C6,6,0,1,0
11/05/2020,18,SS,C6,6,0,1,0
11/05/2020,20,SS,C6,6,0,1,0
11/05/2020,22,SS,C6,6,0,1,0
11/05/2020,24,SS,C6,6,0,1,0
11/05/2020,2,SS,D1,25,6,1,0
11/05/2020,3,SS,D1,25,8,1,0
11/05/2020,4,SS,D1,25,2,1,0
11/05/2020,6,SS,D1,25,2,1,0
11/05/2020,8,SS,D1,25,0,1,0
11/05/2020,9,SS,D1,25,0,1,0
11/05/2020,11,SS,D1,25,0,1,0
11/05/2020,13,SS,D1,25,0,1,0
11/05/2020,14,SS,D1,25,0,1,0
11/05/2020,15,SS,D1,25,0,1,0
11/05/2020,18,SS,D1,25,0,1,0
11/05/2020,20,SS,D1,25,0,1,0
11/05/2020,22,SS,D1,25,0,1,0
11/05/2020,24,SS,D1,25,0,1,0
11/05/2020,2,SS,D2,25,3,1,0
11/05/2020,3,SS,D2,25,5,1,0
11/05/2020,4,SS,D2,25,5,1,0
11/05/2020,6,SS,D2,25,1,1,0
11/05/2020,8,SS,D2,25,0,1,0
11/05/2020,9,SS,D2,25,0,1,0
11/05/2020,11,SS,D2,25,0,1,0
11/05/2020,13,SS,D2,25,0,1,0
11/05/2020,14,SS,D2,25,0,1,0
11/05/2020,15,SS,D2,25,0,1,0
11/05/2020,18,SS,D2,25,0,1,0
11/05/2020,20,SS,D2,25,0,1,0
11/05/2020,22,SS,D2,25,0,1,0
11/05/2020,24,SS,D2,25,0,1,0
11/05/2020,2,SS,D3,25,7,1,0
11/05/2020,3,SS,D3,25,4,1,0
11/05/2020,4,SS,D3,25,3,1,0
11/05/2020,6,SS,D3,25,2,1,0
11/05/2020,8,SS,D3,25,0,1,0
11/05/2020,9,SS,D3,25,0,1,0
11/05/2020,11,SS,D3,25,0,1,0
11/05/2020,13,SS,D3,25,0,1,0
11/05/2020,14,SS,D3,25,0,1,0
11/05/2020,15,SS,D3,25,0,1,0
11/05/2020,18,SS,D3,25,6,1,0
11/05/2020,20,SS,D3,25,6,1,0
11/05/2020,22,SS,D3,25,6,1,0
11/05/2020,24,SS,D3,25,6,1,0
11/05/2020,2,SS,D4,25,0,1,0
11/05/2020,3,SS,D4,25,5,1,0
11/05/2020,4,SS,D4,25,4,1,0
11/05/2020,6,SS,D4,25,0,1,0
11/05/2020,8,SS,D4,25,0,1,0
11/05/2020,9,SS,D4,25,0,1,0
11/05/2020,11,SS,D4,25,0,1,0
11/05/2020,13,SS,D4,25,0,1,0
11/05/2020,14,SS,D4,25,0,1,0
11/05/2020,15,SS,D4,25,0,1,0
11/05/2020,18,SS,D4,25,0,1,0
11/05/2020,20,SS,D4,25,0,1,0
11/05/2020,22,SS,D4,25,0,1,0
11/05/2020,24,SS,D4,25,0,1,0
11/05/2020,8,SS,D5,8,4,1,0
11/05/2020,9,SS,D5,8,0,1,0
11/05/2020,11,SS,D5,8,0,1,0
11/05/2020,13,SS,D5,8,0,1,0
11/05/2020,14,SS,D5,8,0,1,0
11/05/2020,15,SS,D5,8,0,1,0
11/05/2020,18,SS,D5,8,0,1,0
11/05/2020,20,SS,D5,8,0,1,0
11/05/2020,22,SS,D5,8,0,1,0
11/05/2020,24,SS,D5,8,0,1,0
11/05/2020,8,SS,D6,7,0,1,0
11/05/2020,9,SS,D6,7,1,1,0
11/05/2020,11,SS,D6,7,0,1,0
11/05/2020,13,SS,D6,7,0,1,0
11/05/2020,14,SS,D6,7,0,1,0
11/05/2020,15,SS,D6,7,0,1,0
11/05/2020,18,SS,D6,7,0,1,0
11/05/2020,20,SS,D6,7,0,1,0
11/05/2020,22,SS,D6,7,0,1,0
11/05/2020,24,SS,D6,7,0,1,0
11/05/2020,8,SD,E1,4,1,1,0
11/05/2020,9,SD,E1,4,1,1,0
11/05/2020,11,SD,E1,4,0,1,0
11/05/2020,13,SD,E1,4,0,1,0
11/05/2020,14,SD,E1,4,0,1,0
11/05/2020,15,SD,E1,4,0,1,0
11/05/2020,18,SD,E1,4,0,1,0
11/05/2020,20,SD,E1,4,0,1,0
11/05/2020,22,SD,E1,4,0,1,0
11/05/2020,24,SD,E1,4,0,1,0
11/05/2020,9,SD,E2,4,1,1,0
11/05/2020,11,SD,E2,4,1,1,0
11/05/2020,13,SD,E2,4,0,1,0
11/05/2020,14,SD,E2,4,0,1,0
11/05/2020,15,SD,E2,4,0,1,0
11/05/2020,18,SD,E2,4,0,1,0
11/05/2020,20,SD,E2,4,0,1,0
11/05/2020,22,SD,E2,4,0,1,0
11/05/2020,24,SD,E2,4,0,1,0
11/05/2020,9,SD,E3,1,0,1,0
11/05/2020,11,SD,E3,1,1,1,0
11/05/2020,13,SD,E3,1,0,1,0
11/05/2020,14,SD,E3,1,0,1,0
11/05/2020,15,SD,E3,1,0,1,0
11/05/2020,18,SD,E3,1,0,1,0
11/05/2020,20,SD,E3,1,0,1,0
11/05/2020,22,SD,E3,1,0,1,0
11/05/2020,24,SD,E3,1,0,1,0
11/05/2020,9,SD,E4,5,2,1,0
11/05/2020,11,SD,E4,5,0,1,0
11/05/2020,13,SD,E4,5,0,1,0
11/05/2020,14,SD,E4,5,0,1,0
11/05/2020,15,SD,E4,5,0,1,0
11/05/2020,18,SD,E4,5,0,1,0
11/05/2020,20,SD,E4,5,0,1,0
11/05/2020,22,SD,E4,5,0,1,0
11/05/2020,24,SD,E4,5,0,1,0
11/05/2020,9,SD,E5,9,3,1,0
11/05/2020,11,SD,E5,9,0,1,0
11/05/2020,13,SD,E5,9,0,1,0
11/05/2020,14,SD,E5,9,6,1,0
11/05/2020,15,SD,E5,9,0,1,0
11/05/2020,18,SD,E5,9,0,1,0
11/05/2020,20,SD,E5,9,0,1,0
11/05/2020,22,SD,E5,9,0,1,0
11/05/2020,24,SD,E5,9,0,1,0
11/05/2020,9,SD,E6,6,0,1,0
11/05/2020,11,SD,E6,6,1,1,0
11/05/2020,13,SD,E6,6,0,1,0
11/05/2020,14,SD,E6,6,0,1,0
11/05/2020,15,SD,E6,6,0,1,0
11/05/2020,18,SD,E6,6,0,1,0
11/05/2020,20,SD,E6,6,0,1,0
11/05/2020,22,SD,E6,6,0,1,0
11/05/2020,24,SD,E6,6,0,1,0
11/05/2020,8,SS,F1,4,2,1,0
11/05/2020,9,SS,F1,4,0,1,0
11/05/2020,11,SS,F1,4,1,1,0
11/05/2020,13,SS,F1,4,0,1,0
11/05/2020,14,SS,F1,4,0,1,0
11/05/2020,15,SS,F1,4,0,1,0
11/05/2020,18,SS,F1,4,0,1,0
11/05/2020,20,SS,F1,4,0,1,0
11/05/2020,22,SS,F1,4,0,1,0
11/05/2020,24,SS,F1,4,0,1,0
11/05/2020,8,SS,F2,6,1,1,0
11/05/2020,9,SS,F2,6,0,1,0
11/05/2020,11,SS,F2,6,0,1,0
11/05/2020,13,SS,F2,6,0,1,0
11/05/2020,14,SS,F2,6,1,1,0
11/05/2020,15,SS,F2,6,0,1,0
11/05/2020,18,SS,F2,6,0,1,0
11/05/2020,20,SS,F2,6,0,1,0
11/05/2020,22,SS,F2,6,0,1,0
11/05/2020,24,SS,F2,6,0,1,0
11/05/2020,8,SS,F3,4,1,1,0
11/05/2020,9,SS,F3,4,0,1,0
11/05/2020,11,SS,F3,4,0,1,0
11/05/2020,13,SS,F3,4,1,1,0
11/05/2020,14,SS,F3,4,2,1,0
11/05/2020,15,SS,F3,4,0,1,0
11/05/2020,18,SS,F3,4,0,1,0
11/05/2020,20,SS,F3,4,0,1,0
11/05/2020,22,SS,F3,4,0,1,0
11/05/2020,24,SS,F3,4,0,1,0
11/05/2020,8,SS,F4,5,2,1,0
11/05/2020,9,SS,F4,5,0,1,0
11/05/2020,11,SS,F4,5,0,1,0
11/05/2020,13,SS,F4,5,2,1,0
11/05/2020,14,SS,F4,5,0,1,0
11/05/2020,15,SS,F4,5,0,1,0
11/05/2020,18,SS,F4,5,0,1,0
11/05/2020,20,SS,F4,5,0,1,0
11/05/2020,22,SS,F4,5,0,1,0
11/05/2020,24,SS,F4,5,0,1,0
11/05/2020,9,SS,F5,1,1,1,0
11/05/2020,11,SS,F5,1,0,1,0
11/05/2020,13,SS,F5,1,0,1,0
11/05/2020,14,SS,F5,1,0,1,0
11/05/2020,15,SS,F5,1,0,1,0
11/05/2020,18,SS,F5,1,0,1,0
11/05/2020,20,SS,F5,1,0,1,0
11/05/2020,22,SS,F5,1,0,1,0
11/05/2020,24,SS,F5,1,0,1,0
11/05/2020,9,SS,F6,1,1,1,0
11/05/2020,11,SS,F6,1,0,1,0
11/05/2020,13,SS,F6,1,0,1,0
11/05/2020,14,SS,F6,1,0,1,0
11/05/2020,15,SS,F6,1,0,1,0
11/05/2020,18,SS,F6,1,0,1,0
11/05/2020,20,SS,F6,1,0,1,0
11/05/2020,22,SS,F6,1,0,1,0
11/05/2020,24,SS,F6,1,0,1,0
11/05/2020,9,SD,G1,8,3,1,0
11/05/2020,11,SD,G1,8,0,1,0
11/05/2020,13,SD,G1,8,0,1,0
11/05/2020,14,SD,G1,8,0,1,0
11/05/2020,15,SD,G1,8,1,1,0
11/05/2020,18,SD,G1,8,0,1,0
11/05/2020,20,SD,G1,8,0,1,0
11/05/2020,22,SD,G1,8,1,1,0
11/05/2020,24,SD,G1,8,0,1,0
11/05/2020,9,SD,G2,2,1,1,0
11/05/2020,11,SD,G2,2,0,1,0
11/05/2020,13,SD,G2,2,1,1,0
11/05/2020,14,SD,G2,2,0,1,0
11/05/2020,15,SD,G2,2,0,1,0
11/05/2020,18,SD,G2,2,0,1,0
11/05/2020,20,SD,G2,2,0,1,0
11/05/2020,22,SD,G2,2,0,1,0
11/05/2020,24,SD,G2,2,0,1,0
11/05/2020,9,SD,G3,5,3,1,0
11/05/2020,11,SD,G3,5,2,1,0
11/05/2020,13,SD,G3,5,0,1,0
11/05/2020,14,SD,G3,5,0,1,0
11/05/2020,15,SD,G3,5,0,1,0
11/05/2020,18,SD,G3,5,0,1,0
11/05/2020,20,SD,G3,5,0,1,0
11/05/2020,22,SD,G3,5,0,1,0
11/05/2020,24,SD,G3,5,0,1,0
11/05/2020,9,SD,G4,2,1,1,0
11/05/2020,11,SD,G4,2,0,1,0
11/05/2020,13,SD,G4,2,1,1,0
11/05/2020,14,SD,G4,2,0,1,0
11/05/2020,15,SD,G4,2,0,1,0
11/05/2020,18,SD,G4,2,0,1,0
11/05/2020,20,SD,G4,2,0,1,0
11/05/2020,22,SD,G4,2,0,1,0
11/05/2020,24,SD,G4,2,0,1,0
11/05/2020,9,SD,G5,2,1,1,0
11/05/2020,11,SD,G5,2,0,1,0
11/05/2020,13,SD,G5,2,0,1,0
11/05/2020,14,SD,G5,2,1,1,0
11/05/2020,15,SD,G5,2,0,1,0
11/05/2020,18,SD,G5,2,0,1,0
11/05/2020,20,SD,G5,2,0,1,0
11/05/2020,22,SD,G5,2,0,1,0
11/05/2020,24,SD,G5,2,0,1,0
11/05/2020,9,SS,H1,4,1,1,0
11/05/2020,11,SS,H1,4,2,1,0
11/05/2020,13,SS,H1,4,0,1,0
11/05/2020,14,SS,H1,4,0,1,0
11/05/2020,15,SS,H1,4,0,1,0
11/05/2020,18,SS,H1,4,0,1,0
11/05/2020,20,SS,H1,4,0,1,0
11/05/2020,22,SS,H1,4,0,1,0
11/05/2020,24,SS,H1,4,0,1,0
11/05/2020,9,SS,H2,3,3,1,0
11/05/2020,11,SS,H2,3,0,1,0
11/05/2020,13,SS,H2,3,0,1,0
11/05/2020,14,SS,H2,3,0,1,0
11/05/2020,15,SS,H2,3,0,1,0
11/05/2020,18,SS,H2,3,0,1,0
11/05/2020,20,SS,H2,3,0,1,0
11/05/2020,22,SS,H2,3,0,1,0
11/05/2020,24,SS,H2,3,0,1,0
11/05/2020,9,SS,H3,5,1,1,0
11/05/2020,11,SS,H3,5,3,1,0
11/05/2020,13,SS,H3,5,0,1,0
11/05/2020,14,SS,H3,5,0,1,0
11/05/2020,15,SS,H3,5,0,1,0
11/05/2020,18,SS,H3,5,0,1,0
11/05/2020,20,SS,H3,5,0,1,0
11/05/2020,22,SS,H3,5,0,1,0
11/05/2020,24,SS,H3,5,0,1,0
11/05/2020,9,SS,H4,7,1,1,0
11/05/2020,11,SS,H4,7,0,1,0
11/05/2020,13,SS,H4,7,0,1,0
11/05/2020,14,SS,H4,7,2,1,0
11/05/2020,15,SS,H4,7,1,1,0
11/05/2020,18,SS,H4,7,0,1,0
11/05/2020,20,SS,H4,7,0,1,0
11/05/2020,22,SS,H4,7,0,1,0
11/05/2020,24,SS,H4,7,0,1,0
11/05/2020,9,SS,H5,6,2,1,0
11/05/2020,11,SS,H5,6,1,1,0
11/05/2020,13,SS,H5,6,1,1,0
11/05/2020,14,SS,H5,6,0,1,0
11/05/2020,15,SS,H5,6,0,1,0
11/05/2020,18,SS,H5,6,0,1,0
11/05/2020,20,SS,H5,6,0,1,0
11/05/2020,22,SS,H5,6,0,1,0
11/05/2020,24,SS,H5,6,0,1,0
11/05/2020,9,SS,H6,8,0,1,0
11/05/2020,11,SS,H6,8,0,1,0
11/05/2020,13,SS,H6,8,4,1,0
11/05/2020,14,SS,H6,8,0,1,0
11/05/2020,15,SS,H6,8,1,1,0
11/05/2020,18,SS,H6,8,0,1,0
11/05/2020,20,SS,H6,8,0,1,0
11/05/2020,22,SS,H6,8,0,1,0
11/05/2020,24,SS,H6,8,0,1,0
09/06/2020,0,DS,J1,5,0,1,0
09/06/2020,5,DS,J1,5,1,1,0
09/06/2020,6,DS,J1,5,2,1,0
09/06/2020,7,DS,J1,5,0,1,0
09/06/2020,8,DS,J1,5,0,1,0
09/06/2020,9,DS,J1,5,0,1,0
09/06/2020,11,DS,J1,5,0,1,0
09/06/2020,13,DS,J1,5,0,1,0
09/06/2020,15,DS,J1,5,0,1,0
09/06/2020,16,DS,J1,5,0,1,0
09/06/2020,19,DS,J1,5,0,1,0
09/06/2020,20,DS,J1,5,0,1,0
09/06/2020,0,DS,J2,6,0,1,0
09/06/2020,5,DS,J2,6,0,1,0
09/06/2020,6,DS,J2,6,0,1,0
09/06/2020,7,DS,J2,6,0,1,0
09/06/2020,8,DS,J2,6,0,1,0
09/06/2020,9,DS,J2,6,0,1,0
09/06/2020,11,DS,J2,6,0,1,0
09/06/2020,13,DS,J2,6,0,1,0
09/06/2020,15,DS,J2,6,0,1,0
09/06/2020,16,DS,J2,6,0,1,0
09/06/2020,19,DS,J2,6,0,1,0
09/06/2020,20,DS,J2,6,0,1,0
09/06/2020,0,DS,J3,7,0,1,0
09/06/2020,5,DS,J3,7,1,1,0
09/06/2020,6,DS,J3,7,0,1,0
09/06/2020,7,DS,J3,7,0,1,0
09/06/2020,8,DS,J3,7,1,1,0
09/06/2020,9,DS,J3,7,0,1,0
09/06/2020,11,DS,J3,7,0,1,0
09/06/2020,13,DS,J3,7,0,1,0
09/06/2020,15,DS,J3,7,0,1,0
09/06/2020,16,DS,J3,7,0,1,0
09/06/2020,19,DS,J3,7,0,1,0
09/06/2020,20,DS,J3,7,0,1,0
09/06/2020,0,DS,J4,1,0,1,0
09/06/2020,5,DS,J4,1,1,1,0
09/06/2020,6,DS,J4,1,0,1,0
09/06/2020,7,DS,J4,1,0,1,0
09/06/2020,8,DS,J4,1,0,1,0
09/06/2020,9,DS,J4,1,0,1,0
09/06/2020,11,DS,J4,1,0,1,0
09/06/2020,13,DS,J4,1,0,1,0
09/06/2020,15,DS,J4,1,0,1,0
09/06/2020,16,DS,J4,1,0,1,0
09/06/2020,19,DS,J4,1,0,1,0
09/06/2020,20,DS,J4,1,0,1,0
09/06/2020,6,DS,J5,2,2,1,0
09/06/2020,7,DS,J5,2,0,1,0
09/06/2020,8,DS,J5,2,0,1,0
09/06/2020,9,DS,J5,2,0,1,0
09/06/2020,11,DS,J5,2,0,1,0
09/06/2020,13,DS,J5,2,0,1,0
09/06/2020,15,DS,J5,2,0,1,0
09/06/2020,16,DS,J5,2,0,1,0
09/06/2020,19,DS,J5,2,0,1,0
09/06/2020,20,DS,J5,2,0,1,0
09/06/2020,0,DS,J7,1,1,1,0
09/06/2020,5,DS,J7,1,0,1,0
09/06/2020,6,DS,J7,1,0,1,0
09/06/2020,7,DS,J7,1,0,1,0
09/06/2020,8,DS,J7,1,0,1,0
09/06/2020,9,DS,J7,1,0,1,0
09/06/2020,11,DS,J7,1,0,1,0
09/06/2020,13,DS,J7,1,0,1,0
09/06/2020,15,DS,J7,1,0,1,0
09/06/2020,16,DS,J7,1,0,1,0
09/06/2020,19,DS,J7,1,0,1,0
09/06/2020,20,DS,J7,1,0,1,0
09/06/2020,0,DD,K1,5,0,1,0
09/06/2020,5,DD,K1,5,0,1,0
09/06/2020,6,DD,K1,5,1,1,0
09/06/2020,7,DD,K1,5,0,1,0
09/06/2020,8,DD,K1,5,0,1,0
09/06/2020,9,DD,K1,5,0,1,0
09/06/2020,11,DD,K1,5,0,1,0
